"Class","FriendlyName","InstanceId","Problem","ConfigManagerErrorCode","ProblemDescription","Caption","Description","InstallDate","Name","Status","Availability","ConfigManagerUserConfig","CreationClassName","DeviceID","ErrorCleared","ErrorDescription","LastErrorCode","PNPDeviceID","PowerManagementCapabilities","PowerManagementSupported","StatusInfo","SystemCreationClassName","SystemName","ClassGuid","CompatibleID","HardwareID","Manufacturer","PNPClass","Present","Service","PSComputerName"
"Net","Bluetooth Device (Personal Area Network) #3","BTH\MS_BTHPAN\6&222BD53B&1&2","CM_PROB_NONE","CM_PROB_NONE",,"Bluetooth Device (Personal Area Network) #3","Bluetooth Device (Personal Area Network)",,"Bluetooth Device (Personal Area Network) #3","OK",,"False","Win32_PnPEntity","BTH\MS_BTHPAN\6&222BD53B&1&2",,,,"BTH\MS_BTHPAN\6&222BD53B&1&2",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e972-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","Net","True","BthPan",
"Net","Microsoft Wi-Fi Direct Virtual Adapter","{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\4&14552819&0&11","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Wi-Fi Direct Virtual Adapter","Microsoft Wi-Fi Direct Virtual Adapter",,"Microsoft Wi-Fi Direct Virtual Adapter","OK",,"False","Win32_PnPEntity","{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\4&14552819&0&11",,,,"{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\4&14552819&0&11",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","vwifimp",
"Net","Microsoft Wi-Fi Direct Virtual Adapter #2","{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\4&14552819&0&12","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Wi-Fi Direct Virtual Adapter #2","Microsoft Wi-Fi Direct Virtual Adapter",,"Microsoft Wi-Fi Direct Virtual Adapter #2","OK",,"False","Win32_PnPEntity","{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\4&14552819&0&12",,,,"{5D624F94-8850-40C3-A3FA-A4FD2080BAF3}\VWIFIMP_WFD\4&14552819&0&12",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","vwifimp",
"Ports","Standard Serial over Bluetooth link (COM5)","BTHENUM\{00001101-0000-1000-8000-00805F9B34FB}_VID&000105D6_PID&000A\7&CAFD04C&0&D7578E63AEAF_C00000000","CM_PROB_NONE","CM_PROB_NONE",,"Standard Serial over Bluetooth link (COM5)","Standard Serial over Bluetooth link",,"Standard Serial over Bluetooth link (COM5)","OK",,"False","Win32_PnPEntity","BTHENUM\{00001101-0000-1000-8000-00805F9B34FB}_VID&000105D6_PID&000A\7&CAFD04C&0&D7578E63AEAF_C00000000",,,,"BTHENUM\{00001101-0000-1000-8000-00805F9B34FB}_VID&000105D6_PID&000A\7&CAFD04C&0&D7578E63AEAF_C00000000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e978-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Ports","True","BTHMODEM",
"WPD","Case_Drive_2","SWD\WPDBUSENUM\{EA6B2924-D40A-11EE-841D-F0D415358F58}#0000000001000000","CM_PROB_NONE","CM_PROB_NONE",,"Case_Drive_2","M001-2JD101     ",,"Case_Drive_2","OK",,"False","Win32_PnPEntity","SWD\WPDBUSENUM\{EA6B2924-D40A-11EE-841D-F0D415358F58}#0000000001000000",,,,"SWD\WPDBUSENUM\{EA6B2924-D40A-11EE-841D-F0D415358F58}#0000000001000000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{eec5ad98-8080-425f-922a-dabf3de3f69a}","System.String[]",,"ST12000D","WPD","True","WUDFWpdFs",
"Net","WAN Miniport (PPTP)","SWD\MSRRAS\MS_PPTPMINIPORT","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (PPTP)","WAN Miniport (PPTP)",,"WAN Miniport (PPTP)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_PPTPMINIPORT",,,,"SWD\MSRRAS\MS_PPTPMINIPORT",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","PptpMiniport",
"USB","Generic SuperSpeed USB Hub","USB\VID_05E3&PID_0625\8&56144C8&0&1","CM_PROB_NONE","CM_PROB_NONE",,"Generic SuperSpeed USB Hub","Generic SuperSpeed USB Hub",,"Generic SuperSpeed USB Hub","OK",,"False","Win32_PnPEntity","USB\VID_05E3&PID_0625\8&56144C8&0&1",,,,"USB\VID_05E3&PID_0625\8&56144C8&0&1",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","(Standard USB HUBs)","USB","True","USBHUB3",
"USB","Generic SuperSpeed USB Hub","USB\VID_05E3&PID_0625\8&56144C8&0&2","CM_PROB_NONE","CM_PROB_NONE",,"Generic SuperSpeed USB Hub","Generic SuperSpeed USB Hub",,"Generic SuperSpeed USB Hub","OK",,"False","Win32_PnPEntity","USB\VID_05E3&PID_0625\8&56144C8&0&2",,,,"USB\VID_05E3&PID_0625\8&56144C8&0&2",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","(Standard USB HUBs)","USB","True","USBHUB3",
"System","High Definition Audio Controller","PCI\VEN_10DE&DEV_22BC&SUBSYS_13CF196E&REV_A1\4&256A0AA8&0&0108","CM_PROB_NONE","CM_PROB_NONE",,"High Definition Audio Controller","High Definition Audio Controller",,"High Definition Audio Controller","OK",,"False","Win32_PnPEntity","PCI\VEN_10DE&DEV_22BC&SUBSYS_13CF196E&REV_A1\4&256A0AA8&0&0108",,,,"PCI\VEN_10DE&DEV_22BC&SUBSYS_13CF196E&REV_A1\4&256A0AA8&0&0108",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","System","True","HDAudBus",
"USB","USB Mass Storage Device","USB\VID_0781&PID_55AB\01010E469308D702D8322A7BD34871A7BFF007ED42AEE1C8661468D411E64B098620000000000000000000001C552887FF072E00AB55810748AAB1B9","CM_PROB_NONE","CM_PROB_NONE",,"USB Mass Storage Device","USB Mass Storage Device",,"USB Mass Storage Device","OK",,"False","Win32_PnPEntity","USB\VID_0781&PID_55AB\01010E469308D702D8322A7BD34871A7BFF007ED42AEE1C8661468D411E64B098620000000000000000000001C552887FF072E00AB55810748AAB1B9",,,,"USB\VID_0781&PID_55AB\01010E469308D702D8322A7BD34871A7BFF007ED42AEE1C8661468D411E64B098620000000000000000000001C552887FF072E00AB55810748AAB1B9",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Compatible USB storage device","USB","True","USBSTOR",
"HIDClass","USB Input Device","USB\VID_046D&PID_C33E&MI_01\7&220A64C6&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"USB Input Device","USB Input Device",,"USB Input Device","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C33E&MI_01\7&220A64C6&0&0001",,,,"USB\VID_046D&PID_C33E&MI_01\7&220A64C6&0&0001",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}","System.String[]","System.String[]","(Standard system devices)","HIDClass","True","HidUsb",
"SoftwareComponent","Intel(R) Optane(TM) Memory and Storage Management Component","SWD\DRIVERENUM\{8541B81C-193B-4F91-A86B-53DF20C1974B}#RSTHSA&4&18445F1F&0","CM_PROB_NONE","CM_PROB_NONE",,"Intel(R) Optane(TM) Memory and Storage Management Component","Intel(R) Optane(TM) Memory and Storage Management Component",,"Intel(R) Optane(TM) Memory and Storage Management Component","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\{8541B81C-193B-4F91-A86B-53DF20C1974B}#RSTHSA&4&18445F1F&0",,,,"SWD\DRIVERENUM\{8541B81C-193B-4F91-A86B-53DF20C1974B}#RSTHSA&4&18445F1F&0",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Intel Corporation","SoftwareComponent","True",,
"System","Microsoft Hyper-V Virtualization Infrastructure Driver","ROOT\VID\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Hyper-V Virtualization Infrastructure Driver","Microsoft Hyper-V Virtualization Infrastructure Driver",,"Microsoft Hyper-V Virtualization Infrastructure Driver","OK",,"False","Win32_PnPEntity","ROOT\VID\0000",,,,"ROOT\VID\0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","Vid",
"System","High precision event timer","ACPI\PNP0103\0","CM_PROB_NONE","CM_PROB_NONE",,"High precision event timer","High precision event timer",,"High precision event timer","OK",,"False","Win32_PnPEntity","ACPI\PNP0103\0",,,,"ACPI\PNP0103\0",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"System","Motherboard resources","ACPI\PNP0C02\ISCLK","CM_PROB_NONE","CM_PROB_NONE",,"Motherboard resources","Motherboard resources",,"Motherboard resources","OK",,"False","Win32_PnPEntity","ACPI\PNP0C02\ISCLK",,,,"ACPI\PNP0C02\ISCLK",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"System","System timer","ACPI\PNP0100\4&6EC0D58&0","CM_PROB_NONE","CM_PROB_NONE",,"System timer","System timer",,"System timer","OK",,"False","Win32_PnPEntity","ACPI\PNP0100\4&6EC0D58&0",,,,"ACPI\PNP0100\4&6EC0D58&0",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard system devices)","System","True",,
"Net","WAN Miniport (IKEv2)","SWD\MSRRAS\MS_AGILEVPNMINIPORT","CM_PROB_NONE","CM_PROB_NONE",,"WAN Miniport (IKEv2)","WAN Miniport (IKEv2)",,"WAN Miniport (IKEv2)","OK",,"False","Win32_PnPEntity","SWD\MSRRAS\MS_AGILEVPNMINIPORT",,,,"SWD\MSRRAS\MS_AGILEVPNMINIPORT",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e972-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","Net","True","RasAgileVpn",
"System","Composite Bus Enumerator","ROOT\COMPOSITEBUS\0000","CM_PROB_NONE","CM_PROB_NONE",,"Composite Bus Enumerator","Composite Bus Enumerator",,"Composite Bus Enumerator","OK",,"False","Win32_PnPEntity","ROOT\COMPOSITEBUS\0000",,,,"ROOT\COMPOSITEBUS\0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","CompositeBus",
"System","Microsoft Virtual Drive Enumerator","ROOT\VDRVROOT\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Virtual Drive Enumerator","Microsoft Virtual Drive Enumerator",,"Microsoft Virtual Drive Enumerator","OK",,"False","Win32_PnPEntity","ROOT\VDRVROOT\0000",,,,"ROOT\VDRVROOT\0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97d-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","System","True","vdrvroot",
"Volume","Volume","STORAGE\VOLUME\{EA6B284C-D40A-11EE-841D-F0D415358F58}#0000000000004400","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{EA6B284C-D40A-11EE-841D-F0D415358F58}#0000000000004400",,,,"STORAGE\VOLUME\{EA6B284C-D40A-11EE-841D-F0D415358F58}#0000000000004400",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
"MEDIA","Mike?s AirPods Pro - Find  Hands-Free","BTHHFENUM\BTHHFPAUDIO\8&1AAC1C4&0&97","CM_PROB_NONE","CM_PROB_NONE",,"Mike?s AirPods Pro - Find  Hands-Free","Microsoft Bluetooth Hands-Free Audio device",,"Mike?s AirPods Pro - Find  Hands-Free","OK",,"False","Win32_PnPEntity","BTHHFENUM\BTHHFPAUDIO\8&1AAC1C4&0&97",,,,"BTHHFENUM\BTHHFPAUDIO\8&1AAC1C4&0&97",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e96c-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","MEDIA","True","BthHFAud",
"DiskDrive","NVMe Samsung SSD 980 PRO 1TB","SCSI\DISK&VEN_NVME&PROD_SAMSUNG_SSD_980\4&18445F1F&0&040000","CM_PROB_NONE","CM_PROB_NONE",,"NVMe Samsung SSD 980 PRO 1TB","Disk drive",,"NVMe Samsung SSD 980 PRO 1TB","OK",,"False","Win32_PnPEntity","SCSI\DISK&VEN_NVME&PROD_SAMSUNG_SSD_980\4&18445F1F&0&040000",,,,"SCSI\DISK&VEN_NVME&PROD_SAMSUNG_SSD_980\4&18445F1F&0&040000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e967-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","(Standard disk drives)","DiskDrive","True","disk",
"AudioEndpoint","ASUS VE278 (NVIDIA High Definition Audio)","SWD\MMDEVAPI\{0.0.0.00000000}.{2BF77B65-531B-4DD2-B25D-BA93A4048C6E}","CM_PROB_NONE","CM_PROB_NONE",,"ASUS VE278 (NVIDIA High Definition Audio)","Audio Endpoint",,"ASUS VE278 (NVIDIA High Definition Audio)","OK",,"False","Win32_PnPEntity","SWD\MMDEVAPI\{0.0.0.00000000}.{2BF77B65-531B-4DD2-B25D-BA93A4048C6E}",,,,"SWD\MMDEVAPI\{0.0.0.00000000}.{2BF77B65-531B-4DD2-B25D-BA93A4048C6E}",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{c166523c-fe0c-4a94-a586-f1a80cfbbf3e}","System.String[]","System.String[]","Microsoft","AudioEndpoint","True",,
"SCSIAdapter","Microsoft iSCSI Initiator","ROOT\ISCSIPRT\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft iSCSI Initiator","Microsoft iSCSI Initiator",,"Microsoft iSCSI Initiator","OK",,"False","Win32_PnPEntity","ROOT\ISCSIPRT\0000",,,,"ROOT\ISCSIPRT\0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97b-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","SCSIAdapter","True","iScsiPrt",
"Keyboard","HID Keyboard Device","HID\VID_046D&PID_C33E&MI_00\8&DC5257A&0&0000","CM_PROB_NONE","CM_PROB_NONE",,"HID Keyboard Device","HID Keyboard Device",,"HID Keyboard Device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C33E&MI_00\8&DC5257A&0&0000",,,,"HID\VID_046D&PID_C33E&MI_00\8&DC5257A&0&0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e96b-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard keyboards)","Keyboard","True","kbdhid",
"HIDClass","HID-compliant consumer control device","HID\VID_046D&PID_C53F&MI_01&COL02\8&228F444F&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant consumer control device","HID-compliant consumer control device",,"HID-compliant consumer control device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C53F&MI_01&COL02\8&228F444F&0&0001",,,,"HID\VID_046D&PID_C53F&MI_01&COL02\8&228F444F&0&0001",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","Microsoft","HIDClass","True",,
"SCSIAdapter","Microsoft Storage Spaces Controller","ROOT\SPACEPORT\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Storage Spaces Controller","Microsoft Storage Spaces Controller",,"Microsoft Storage Spaces Controller","OK",,"False","Win32_PnPEntity","ROOT\SPACEPORT\0000",,,,"ROOT\SPACEPORT\0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e97b-e325-11ce-bfc1-08002be10318}","System.String[]","System.String[]","Microsoft","SCSIAdapter","True","spaceport",
"Bluetooth","Stark Avrcp Transport","BTHENUM\{0000110C-0000-1000-8000-00805F9B34FB}_VID&000105D6_PID&000A\7&234C9542&0&D7578E63AEAF_C00000000","CM_PROB_NONE","CM_PROB_NONE",,"Stark Avrcp Transport","Microsoft Bluetooth Avrcp Transport Driver",,"Stark Avrcp Transport","OK",,"False","Win32_PnPEntity","BTHENUM\{0000110C-0000-1000-8000-00805F9B34FB}_VID&000105D6_PID&000A\7&234C9542&0&D7578E63AEAF_C00000000",,,,"BTHENUM\{0000110C-0000-1000-8000-00805F9B34FB}_VID&000105D6_PID&000A\7&234C9542&0&D7578E63AEAF_C00000000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{e0cbf06c-cd8b-4647-bb8a-263b43f0f974}","System.String[]","System.String[]","Microsoft","Bluetooth","True","Microsoft_Bluetooth_AvrcpTransport",
"Volume","Volume","STORAGE\VOLUME\{EA6B2924-D40A-11EE-841D-F0D415358F58}#0000000000004400","CM_PROB_NONE","CM_PROB_NONE",,"Volume","Volume",,"Volume","OK",,"False","Win32_PnPEntity","STORAGE\VOLUME\{EA6B2924-D40A-11EE-841D-F0D415358F58}#0000000000004400",,,,"STORAGE\VOLUME\{EA6B2924-D40A-11EE-841D-F0D415358F58}#0000000000004400",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{71a27cdd-812a-11d0-bec7-08002be2092f}",,"System.String[]","Microsoft","Volume","True","volume",
"Bluetooth","Mike?s AirPods Pro - Find  Avrcp Transport","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&200E\7&234C9542&0&C40B31A45F4D_C00000000","CM_PROB_NONE","CM_PROB_NONE",,"Mike?s AirPods Pro - Find  Avrcp Transport","Microsoft Bluetooth Avrcp Transport Driver",,"Mike?s AirPods Pro - Find  Avrcp Transport","OK",,"False","Win32_PnPEntity","BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&200E\7&234C9542&0&C40B31A45F4D_C00000000",,,,"BTHENUM\{0000110E-0000-1000-8000-00805F9B34FB}_VID&0001004C_PID&200E\7&234C9542&0&C40B31A45F4D_C00000000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{e0cbf06c-cd8b-4647-bb8a-263b43f0f974}","System.String[]","System.String[]","Microsoft","Bluetooth","True","Microsoft_Bluetooth_AvrcpTransport",
"USB","USB Mass Storage Device","USB\VID_0951&PID_1666\E0D55EA574E5F640F95610A9","CM_PROB_PHANTOM","CM_PROB_PHANTOM","","USB Mass Storage Device","USB Mass Storage Device",,"USB Mass Storage Device","Unknown",,"False","Win32_PnPEntity","USB\VID_0951&PID_1666\E0D55EA574E5F640F95610A9",,,,"USB\VID_0951&PID_1666\E0D55EA574E5F640F95610A9",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Compatible USB storage device","USB","False","USBSTOR",
"HIDClass","HID-compliant vendor-defined device","HID\VID_046D&PID_C33E&MI_02&COL02\8&19D8D6F7&0&0001","CM_PROB_NONE","CM_PROB_NONE",,"HID-compliant vendor-defined device","HID-compliant vendor-defined device",,"HID-compliant vendor-defined device","OK",,"False","Win32_PnPEntity","HID\VID_046D&PID_C33E&MI_02&COL02\8&19D8D6F7&0&0001",,,,"HID\VID_046D&PID_C33E&MI_02&COL02\8&19D8D6F7&0&0001",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{745a17a0-74d3-11d0-b6fe-00a0c90f57da}",,"System.String[]","(Standard system devices)","HIDClass","True",,
"Ports","Communications Port (COM1)","ACPI\PNP0501\0","CM_PROB_NONE","CM_PROB_NONE",,"Communications Port (COM1)","Communications Port",,"Communications Port (COM1)","OK",,"False","Win32_PnPEntity","ACPI\PNP0501\0",,,,"ACPI\PNP0501\0",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e978-e325-11ce-bfc1-08002be10318}",,"System.String[]","(Standard port types)","Ports","True","Serial",
"Net","Microsoft Kernel Debug Network Adapter","ROOT\KDNIC\0000","CM_PROB_NONE","CM_PROB_NONE",,"Microsoft Kernel Debug Network Adapter","Microsoft Kernel Debug Network Adapter",,"Microsoft Kernel Debug Network Adapter","OK",,"False","Win32_PnPEntity","ROOT\KDNIC\0000",,,,"ROOT\KDNIC\0000",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{4d36e972-e325-11ce-bfc1-08002be10318}",,"System.String[]","Microsoft","Net","True","kdnic",
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT1",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT2",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT3",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4","CM_PROB_PHANTOM","CM_PROB_PHANTOM","","Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","Unknown",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT4",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","False",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5","CM_PROB_PHANTOM","CM_PROB_PHANTOM","","Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","Unknown",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT5",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","False",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT6","CM_PROB_PHANTOM","CM_PROB_PHANTOM","","Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","Unknown",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT6",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT6",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","False",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT7","CM_PROB_PHANTOM","CM_PROB_PHANTOM","","Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","Unknown",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT7",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT7",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","False",,
"VolumeSnapshot","Generic volume shadow copy","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT8","CM_PROB_NONE","CM_PROB_NONE",,"Generic volume shadow copy","Generic volume shadow copy",,"Generic volume shadow copy","OK",,"False","Win32_PnPEntity","STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT8",,,,"STORAGE\VOLUMESNAPSHOT\HARDDISKVOLUMESNAPSHOT8",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{533c5b84-ec70-11d2-9505-00c04f79deaf}",,"System.String[]","Microsoft","VolumeSnapshot","True",,
"SoftwareComponent","Intel(R) iCLS Client","SWD\DRIVERENUM\OEM_ES_COMPONENT&4&39730E8B&0","CM_PROB_NONE","CM_PROB_NONE",,"Intel(R) iCLS Client","Intel(R) iCLS Client",,"Intel(R) iCLS Client","OK",,"False","Win32_PnPEntity","SWD\DRIVERENUM\OEM_ES_COMPONENT&4&39730E8B&0",,,,"SWD\DRIVERENUM\OEM_ES_COMPONENT&4&39730E8B&0",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{5c4c3332-344d-483c-8739-259e934c9cc8}","System.String[]","System.String[]","Intel","SoftwareComponent","True",,
"USB","G915","USB\VID_046D&PID_C33E\17C735E9","CM_PROB_NONE","CM_PROB_NONE",,"G915","G915",,"G915","OK",,"False","Win32_PnPEntity","USB\VID_046D&PID_C33E\17C735E9",,,,"USB\VID_046D&PID_C33E\17C735E9",,,,"Win32_ComputerSystem","MAS-4N6-BOX","{36fc9e60-c465-11cf-8056-444553540000}","System.String[]","System.String[]","Logitech","USB","True","usbccgp",
